Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
23-03-2022,S001,P0013,Toys,West,379,170,22,176.89,37.05,5,Sunny,0,32.16,Summer
10-01-2022,S005,P0013,Groceries,East,276,176,120,183.7,33.77,0,Snowy,0,30.48,Spring
12-03-2022,S002,P0013,Groceries,North,149,38,56,51.07,79.53,5,Snowy,0,78.21,Spring
19-02-2022,S005,P0018,Toys,West,155,85,190,97.65,27.82,0,Sunny,1,28.01,Spring
09-02-2022,S002,P0003,Toys,South,401,59,59,56.87,72.34,10,Snowy,1,73.95,Autumn
30-01-2022,S004,P0013,Toys,North,247,3,104,20.0,50.69,0,Snowy,1,54.71,Winter
10-03-2022,S004,P0012,Clothing,North,330,53,130,65.16,73.22,10,Cloudy,1,75.4,Spring
23-04-2022,S005,P0015,Toys,South,197,23,181,27.96,41.2,5,Cloudy,0,39.47,Winter
17-02-2022,S004,P0010,Clothing,West,479,454,35,465.22,12.15,15,Rainy,0,12.08,Autumn
13-01-2022,S005,P0014,Furniture,West,50,9,46,3.86,59.04,15,Cloudy,0,63.79,Summer
21-05-2022,S003,P0013,Toys,North,275,144,193,149.19,49.52,0,Cloudy,0,51.22,Winter
11-02-2022,S004,P0014,Groceries,East,478,68,114,75.48,38.11,15,Rainy,0,41.05,Spring
26-01-2022,S002,P0016,Toys,South,354,282,107,301.45,15.11,10,Snowy,1,14.85,Autumn
18-05-2022,S001,P0006,Toys,East,314,292,113,303.53,88.85,0,Rainy,0,91.73,Autumn
20-01-2022,S001,P0008,Groceries,North,50,48,141,67.2,15.38,10,Snowy,0,12.39,Autumn
05-05-2022,S002,P0003,Furniture,North,98,38,117,51.34,40.48,10,Snowy,0,45.12,Summer
23-05-2022,S003,P0008,Electronics,West,389,129,83,126.98,62.3,5,Rainy,1,65.88,Autumn
27-03-2022,S004,P0001,Groceries,West,496,319,177,338.79,58.35,15,Snowy,0,63.33,Winter
02-03-2022,S002,P0014,Toys,West,127,87,189,87.69,28.49,15,Cloudy,0,32.8,Winter
18-03-2022,S001,P0020,Groceries,South,90,89,23,83.97,71.95,0,Rainy,0,71.63,Summer
12-01-2022,S003,P0012,Furniture,East,495,328,97,329.15,83.85,0,Rainy,0,88.8,Winter
16-01-2022,S004,P0008,Electronics,East,158,56,183,70.9,95.5,0,Snowy,0,98.33,Autumn
01-02-2022,S004,P0012,Electronics,North,163,106,43,110.56,59.12,20,Sunny,0,58.13,Autumn
07-04-2022,S005,P0010,Groceries,North,235,194,84,205.26,74.16,0,Snowy,0,70.95,Winter
13-03-2022,S001,P0007,Furniture,East,246,210,94,225.6,84.01,20,Sunny,1,80.68,Summer
11-02-2022,S004,P0001,Electronics,North,324,235,107,254.69,20.92,15,Sunny,1,20.35,Autumn
12-02-2022,S005,P0008,Furniture,South,141,73,142,71.96,33.46,5,Rainy,0,38.19,Autumn
23-01-2022,S002,P0011,Electronics,East,297,133,21,131.69,24.14,0,Snowy,1,20.99,Winter
21-04-2022,S005,P0019,Clothing,South,163,68,119,75.4,89.02,15,Sunny,0,93.36,Spring
02-01-2022,S004,P0015,Toys,North,178,90,79,98.56,92.19,10,Snowy,1,97.07,Summer
20-01-2022,S001,P0004,Toys,West,322,12,133,26.08,44.37,15,Sunny,0,45.99,Autumn
03-04-2022,S005,P0012,Groceries,South,406,176,153,186.41,84.79,0,Cloudy,1,83.77,Summer
29-03-2022,S003,P0013,Groceries,West,207,182,106,189.73,15.58,5,Rainy,0,15.05,Spring
20-04-2022,S005,P0015,Groceries,West,94,88,33,101.06,79.02,20,Rainy,0,81.66,Autumn
04-02-2022,S001,P0009,Toys,North,219,88,95,90.09,97.54,5,Cloudy,1,95.75,Winter
16-01-2022,S002,P0019,Toys,East,204,112,198,129.38,47.13,0,Snowy,1,48.41,Spring
23-01-2022,S005,P0013,Clothing,West,155,65,37,64.13,45.45,0,Sunny,0,40.9,Spring
06-04-2022,S002,P0004,Furniture,North,138,33,74,39.06,62.63,5,Snowy,0,58.66,Summer
14-01-2022,S004,P0004,Groceries,West,485,91,130,87.43,62.9,0,Cloudy,0,62.12,Winter
13-02-2022,S003,P0018,Clothing,South,447,100,99,95.61,63.82,0,Rainy,1,66.15,Summer
22-02-2022,S004,P0001,Toys,East,448,143,103,144.44,49.39,15,Cloudy,1,54.21,Spring
22-04-2022,S005,P0001,Electronics,South,383,89,64,94.68,34.89,20,Rainy,1,31.73,Summer
26-05-2022,S001,P0009,Toys,East,165,47,167,47.24,81.39,0,Sunny,1,81.97,Winter
07-01-2022,S005,P0001,Groceries,East,227,97,77,97.73,41.28,15,Snowy,1,44.0,Spring
29-04-2022,S002,P0014,Clothing,East,66,42,115,52.36,47.44,20,Rainy,0,51.89,Spring
06-02-2022,S004,P0005,Furniture,West,401,282,111,272.94,17.75,0,Rainy,1,17.44,Autumn
17-01-2022,S004,P0002,Toys,North,72,72,184,63.91,22.72,0,Rainy,1,22.14,Spring
06-01-2022,S001,P0009,Furniture,East,277,195,134,198.09,59.33,20,Snowy,1,62.02,Autumn
02-01-2022,S004,P0007,Furniture,West,339,115,95,124.22,33.09,10,Rainy,0,28.55,Spring
05-05-2022,S001,P0014,Electronics,South,168,26,43,45.21,35.89,0,Cloudy,0,37.07,Summer
02-04-2022,S005,P0019,Electronics,West,315,149,158,144.0,57.96,5,Sunny,0,53.98,Spring
06-05-2022,S001,P0002,Toys,North,462,102,135,105.75,78.26,15,Rainy,0,78.71,Autumn
15-03-2022,S004,P0006,Groceries,North,66,58,25,55.52,79.59,10,Sunny,1,82.11,Spring
20-01-2022,S001,P0015,Groceries,North,373,304,54,306.41,22.81,10,Sunny,1,24.61,Autumn
14-03-2022,S004,P0004,Groceries,East,144,77,41,91.57,40.55,10,Snowy,1,39.25,Summer
25-05-2022,S003,P0019,Clothing,South,414,247,73,256.58,62.67,0,Cloudy,0,60.54,Summer
27-05-2022,S002,P0006,Furniture,South,341,150,29,153.91,95.11,20,Sunny,0,91.77,Summer
15-03-2022,S004,P0002,Electronics,East,393,202,56,210.6,54.63,15,Cloudy,0,51.77,Winter
12-01-2022,S001,P0005,Furniture,West,182,13,150,26.65,72.92,5,Rainy,1,77.6,Winter
28-04-2022,S002,P0018,Electronics,South,457,11,151,8.51,86.71,10,Rainy,0,90.66,Winter
10-04-2022,S003,P0005,Groceries,East,230,82,166,93.6,35.33,15,Rainy,0,31.85,Summer
23-02-2022,S001,P0011,Furniture,South,216,120,40,128.81,27.4,0,Cloudy,0,28.88,Winter
24-04-2022,S001,P0002,Toys,North,321,274,169,276.32,92.77,20,Cloudy,0,90.71,Spring
27-02-2022,S003,P0015,Toys,West,115,78,159,94.2,21.04,20,Snowy,1,23.25,Autumn
02-01-2022,S003,P0013,Electronics,West,414,203,53,206.35,39.14,5,Rainy,1,35.3,Autumn
24-05-2022,S003,P0018,Toys,East,380,92,24,96.34,75.91,10,Sunny,1,76.6,Autumn
26-02-2022,S004,P0020,Electronics,South,80,65,155,63.24,99.94,15,Cloudy,0,95.93,Autumn
18-05-2022,S001,P0011,Clothing,North,160,154,134,145.09,21.18,0,Snowy,0,18.68,Autumn
05-02-2022,S003,P0012,Groceries,East,92,74,159,77.25,69.98,0,Sunny,1,68.31,Autumn
07-02-2022,S002,P0003,Toys,North,331,187,65,191.56,45.45,20,Sunny,1,43.07,Spring
21-04-2022,S002,P0016,Groceries,South,83,26,103,42.2,32.62,5,Sunny,1,33.55,Autumn
09-05-2022,S001,P0018,Clothing,West,177,44,163,62.19,16.08,20,Rainy,0,16.52,Winter
15-02-2022,S002,P0019,Clothing,North,269,0,82,-4.74,92.53,20,Snowy,0,89.33,Spring
03-05-2022,S002,P0020,Groceries,East,68,55,22,51.76,99.65,15,Sunny,1,98.57,Autumn
11-04-2022,S001,P0015,Clothing,East,240,199,95,189.49,29.15,10,Rainy,1,24.86,Summer
26-03-2022,S004,P0004,Toys,South,173,7,120,11.88,86.42,0,Sunny,1,86.87,Autumn
20-01-2022,S005,P0012,Furniture,South,254,236,130,254.46,56.24,10,Sunny,0,60.3,Autumn
13-05-2022,S001,P0015,Electronics,South,438,172,165,172.47,94.94,20,Snowy,0,95.9,Summer
27-03-2022,S001,P0002,Groceries,North,393,381,62,391.46,31.41,0,Cloudy,0,34.51,Summer
21-02-2022,S003,P0002,Clothing,South,499,12,52,9.12,21.62,15,Snowy,0,24.65,Autumn
08-02-2022,S001,P0012,Clothing,North,250,67,112,82.36,76.33,20,Sunny,0,79.37,Spring
11-05-2022,S004,P0019,Electronics,North,475,146,138,140.94,81.62,15,Rainy,0,83.36,Summer
04-02-2022,S003,P0011,Clothing,East,86,49,48,60.98,93.26,5,Rainy,1,92.78,Autumn
15-02-2022,S005,P0012,Clothing,East,104,4,55,0.39,85.54,15,Snowy,0,81.81,Winter
15-03-2022,S003,P0013,Clothing,East,327,128,156,140.43,95.46,15,Snowy,0,93.04,Winter
03-01-2022,S001,P0006,Furniture,South,57,9,40,13.6,57.65,5,Sunny,0,58.01,Summer
04-04-2022,S002,P0008,Groceries,North,54,13,86,7.83,43.82,0,Sunny,0,46.07,Autumn
08-03-2022,S005,P0001,Electronics,South,327,318,86,320.96,94.5,5,Snowy,0,96.98,Winter
28-01-2022,S003,P0010,Toys,East,371,156,75,151.08,81.81,5,Sunny,1,84.35,Spring
26-03-2022,S005,P0018,Electronics,North,97,55,119,74.32,64.5,20,Cloudy,0,67.55,Autumn
19-01-2022,S003,P0010,Electronics,South,375,136,162,145.35,33.67,15,Cloudy,1,29.87,Winter
17-05-2022,S001,P0008,Groceries,East,381,297,150,315.77,66.69,20,Cloudy,0,66.1,Spring
12-04-2022,S005,P0001,Toys,West,85,32,102,37.38,13.68,15,Rainy,0,15.35,Winter
02-02-2022,S003,P0001,Electronics,South,154,81,193,80.75,73.28,15,Cloudy,0,70.54,Summer
29-04-2022,S005,P0006,Clothing,East,168,37,192,36.27,83.88,5,Sunny,0,82.87,Winter
01-02-2022,S001,P0010,Clothing,South,357,50,169,48.35,75.03,20,Sunny,1,78.36,Autumn
12-04-2022,S004,P0020,Toys,West,154,79,176,69.61,36.96,10,Cloudy,1,37.76,Spring
01-03-2022,S002,P0015,Electronics,West,101,65,112,67.07,87.24,5,Rainy,1,86.46,Spring
03-05-2022,S004,P0004,Electronics,East,298,194,131,210.29,25.54,5,Snowy,1,23.63,Summer
28-02-2022,S001,P0011,Toys,North,383,157,198,162.45,43.48,5,Sunny,0,46.51,Winter
27-03-2022,S004,P0016,Furniture,South,317,65,138,83.51,70.44,5,Cloudy,1,69.75,Winter
26-02-2022,S002,P0015,Groceries,East,298,73,44,64.32,62.64,10,Cloudy,1,66.75,Autumn
13-02-2022,S001,P0008,Furniture,East,208,18,188,18.43,71.74,0,Cloudy,1,68.48,Spring
01-02-2022,S003,P0017,Electronics,South,236,219,169,209.52,41.12,0,Snowy,1,38.48,Summer
07-03-2022,S002,P0015,Toys,South,493,89,110,96.97,29.54,10,Sunny,0,25.02,Spring
18-05-2022,S002,P0001,Electronics,North,334,9,65,2.74,37.09,15,Sunny,0,37.64,Spring
11-05-2022,S002,P0015,Toys,East,459,394,32,400.6,36.3,10,Cloudy,0,34.88,Winter
05-05-2022,S001,P0020,Groceries,South,495,361,29,372.11,76.46,15,Cloudy,1,74.92,Spring
30-03-2022,S005,P0012,Clothing,East,319,260,189,269.53,41.38,0,Snowy,0,44.29,Summer
08-02-2022,S002,P0013,Clothing,East,183,120,59,133.65,93.17,0,Snowy,0,90.61,Autumn
11-05-2022,S004,P0009,Furniture,South,222,41,42,42.35,71.32,0,Snowy,0,71.39,Autumn
17-02-2022,S004,P0017,Electronics,North,126,21,189,26.91,36.16,15,Sunny,0,31.63,Spring
21-03-2022,S005,P0018,Toys,East,62,34,69,29.89,90.75,10,Snowy,1,88.56,Autumn
12-02-2022,S004,P0017,Furniture,North,126,84,153,75.86,78.66,15,Cloudy,0,81.38,Summer
27-05-2022,S002,P0004,Toys,West,275,145,36,163.12,42.96,10,Snowy,1,47.72,Spring
17-04-2022,S002,P0016,Furniture,South,111,34,174,32.11,80.56,5,Rainy,1,83.3,Autumn
24-05-2022,S005,P0020,Groceries,South,95,59,165,72.34,63.98,10,Sunny,0,60.81,Summer
03-01-2022,S004,P0019,Toys,North,140,1,47,-3.91,80.41,0,Snowy,0,76.9,Winter
09-03-2022,S004,P0012,Groceries,North,473,52,167,57.85,91.64,10,Snowy,1,94.37,Spring
16-03-2022,S001,P0016,Groceries,West,368,190,20,192.45,25.57,5,Cloudy,0,23.76,Spring
02-02-2022,S003,P0013,Clothing,East,171,89,119,87.36,34.85,10,Snowy,0,38.68,Spring
03-05-2022,S001,P0014,Electronics,East,157,50,153,67.42,93.74,10,Snowy,1,93.68,Spring
22-05-2022,S001,P0008,Groceries,West,145,110,142,124.77,41.28,0,Rainy,0,37.14,Spring
03-01-2022,S005,P0010,Groceries,North,476,74,25,91.48,14.41,20,Sunny,1,11.25,Spring
31-01-2022,S004,P0016,Furniture,North,431,224,28,228.2,64.25,10,Rainy,1,66.39,Summer
09-05-2022,S005,P0013,Furniture,North,357,339,68,341.41,25.82,10,Snowy,0,29.31,Winter
06-04-2022,S005,P0003,Furniture,North,356,242,71,258.0,59.5,10,Rainy,0,60.07,Winter
16-04-2022,S005,P0017,Furniture,West,202,28,82,46.58,49.61,0,Rainy,1,52.25,Summer
03-01-2022,S004,P0011,Clothing,West,353,239,44,255.26,29.49,5,Sunny,0,31.68,Winter
15-02-2022,S004,P0011,Toys,North,398,183,58,175.9,41.65,0,Snowy,0,46.19,Winter
27-05-2022,S003,P0013,Electronics,South,494,286,94,294.68,47.43,15,Snowy,0,44.58,Autumn
06-04-2022,S005,P0004,Toys,South,311,283,133,302.24,30.85,15,Rainy,1,29.92,Summer
08-03-2022,S005,P0017,Furniture,East,286,25,39,18.32,82.84,15,Snowy,1,86.24,Summer
13-02-2022,S001,P0017,Electronics,South,175,77,132,71.23,31.3,10,Cloudy,0,31.16,Autumn
01-02-2022,S005,P0001,Clothing,West,160,139,180,136.55,20.47,20,Cloudy,0,17.42,Spring
15-01-2022,S002,P0003,Clothing,East,453,100,142,90.67,54.52,15,Cloudy,1,54.14,Winter
24-03-2022,S004,P0016,Electronics,West,406,184,75,188.16,24.53,15,Cloudy,1,20.29,Spring
01-04-2022,S004,P0006,Electronics,South,381,374,57,373.49,85.56,0,Rainy,1,89.85,Winter
29-04-2022,S002,P0002,Clothing,East,108,63,104,71.35,56.58,10,Rainy,0,55.47,Summer
15-02-2022,S003,P0018,Toys,South,199,83,28,91.28,60.64,10,Sunny,0,59.69,Summer
20-03-2022,S001,P0013,Electronics,East,91,37,181,55.5,70.18,20,Rainy,1,69.3,Autumn
04-03-2022,S005,P0018,Clothing,West,471,318,91,308.3,65.56,5,Rainy,1,67.85,Winter
18-05-2022,S001,P0007,Groceries,North,415,133,173,144.54,99.1,10,Sunny,1,95.86,Winter
26-04-2022,S001,P0001,Groceries,South,489,452,98,442.38,29.14,10,Cloudy,0,29.25,Winter
30-05-2022,S002,P0003,Furniture,West,205,40,181,42.26,92.45,20,Snowy,0,89.01,Winter
12-01-2022,S002,P0013,Electronics,North,332,58,113,56.29,17.36,5,Snowy,1,13.02,Spring
16-04-2022,S002,P0002,Electronics,West,65,62,50,75.95,40.68,5,Sunny,0,39.1,Autumn
04-03-2022,S003,P0003,Furniture,West,236,67,196,76.85,43.99,15,Rainy,1,46.16,Winter
24-04-2022,S003,P0019,Toys,West,126,57,133,61.0,51.17,15,Rainy,0,55.63,Summer
21-05-2022,S003,P0020,Furniture,North,101,80,152,84.35,84.94,20,Snowy,1,82.19,Winter
16-03-2022,S002,P0004,Groceries,East,335,280,199,270.73,76.7,20,Sunny,1,74.52,Summer
18-05-2022,S005,P0008,Clothing,East,396,327,62,333.15,37.61,15,Sunny,0,33.21,Winter
12-04-2022,S003,P0013,Electronics,West,398,211,197,223.61,66.32,5,Sunny,1,71.2,Summer
18-04-2022,S005,P0005,Groceries,North,109,46,158,36.88,49.83,10,Rainy,1,52.9,Summer
25-02-2022,S002,P0001,Furniture,South,230,112,53,102.93,13.56,10,Sunny,1,14.37,Summer
05-04-2022,S001,P0009,Furniture,South,322,30,132,21.07,98.1,15,Rainy,1,99.0,Autumn
11-05-2022,S003,P0016,Groceries,West,285,281,139,288.58,44.71,5,Sunny,1,43.17,Summer
23-04-2022,S002,P0003,Furniture,South,116,66,63,72.01,59.8,0,Rainy,1,59.8,Winter
03-04-2022,S003,P0017,Electronics,North,167,146,145,158.03,32.78,15,Sunny,1,35.2,Spring
07-02-2022,S005,P0007,Groceries,East,237,34,110,25.54,84.48,20,Cloudy,1,83.25,Summer
22-04-2022,S003,P0001,Electronics,East,282,15,72,30.07,36.45,15,Sunny,0,32.82,Summer
25-03-2022,S003,P0006,Groceries,North,136,114,165,113.8,10.43,20,Rainy,1,10.27,Summer
22-01-2022,S004,P0002,Toys,South,74,7,107,23.73,12.26,10,Rainy,1,9.68,Spring
31-01-2022,S001,P0009,Groceries,North,365,9,24,24.46,49.9,5,Rainy,1,48.56,Autumn
12-01-2022,S001,P0006,Electronics,South,376,176,29,189.61,66.77,10,Rainy,1,66.38,Spring
21-04-2022,S003,P0008,Electronics,West,352,14,83,7.71,55.26,5,Snowy,1,57.98,Summer
07-01-2022,S005,P0013,Toys,North,129,88,177,89.85,47.68,20,Cloudy,1,44.19,Winter
28-04-2022,S002,P0011,Groceries,East,56,46,180,50.01,78.15,0,Sunny,0,81.76,Autumn
19-02-2022,S003,P0017,Toys,West,401,28,121,22.27,11.45,10,Cloudy,0,7.81,Winter
25-03-2022,S001,P0008,Electronics,South,87,1,55,5.34,59.38,20,Rainy,1,58.01,Spring
13-02-2022,S004,P0010,Electronics,East,59,25,169,38.41,23.08,10,Cloudy,1,23.8,Spring
28-01-2022,S004,P0006,Furniture,North,426,373,195,385.02,19.72,10,Cloudy,1,19.79,Autumn
09-02-2022,S002,P0010,Furniture,East,455,65,113,64.48,48.38,20,Rainy,1,48.27,Winter
25-04-2022,S002,P0008,Groceries,South,474,266,187,283.33,45.57,0,Cloudy,1,47.0,Spring
30-05-2022,S001,P0008,Furniture,West,112,27,55,34.01,19.12,0,Rainy,1,20.28,Summer
19-03-2022,S004,P0019,Electronics,West,251,239,129,232.22,13.26,0,Sunny,0,13.05,Autumn
29-05-2022,S003,P0019,Clothing,East,329,17,108,10.7,92.4,10,Sunny,1,92.74,Autumn
07-01-2022,S002,P0009,Groceries,South,332,117,101,118.21,72.01,15,Rainy,0,69.27,Summer
25-01-2022,S003,P0012,Furniture,West,359,310,68,323.91,26.23,5,Sunny,1,24.15,Winter
17-04-2022,S005,P0013,Electronics,North,156,55,182,73.38,28.0,20,Sunny,0,32.34,Autumn
08-02-2022,S002,P0005,Clothing,South,137,122,42,119.05,35.52,0,Snowy,0,31.56,Summer
15-05-2022,S004,P0014,Clothing,West,271,261,166,265.83,20.07,10,Snowy,0,22.72,Spring
30-05-2022,S003,P0001,Electronics,South,263,87,102,89.84,56.12,0,Sunny,1,58.19,Autumn
07-02-2022,S003,P0004,Electronics,North,126,41,175,34.22,68.86,20,Snowy,0,68.58,Autumn
22-01-2022,S004,P0017,Groceries,North,142,140,43,142.42,51.55,10,Sunny,0,51.29,Spring
08-03-2022,S005,P0010,Furniture,North,186,0,139,-0.61,56.51,0,Cloudy,0,54.0,Winter
30-03-2022,S003,P0019,Groceries,West,482,393,173,404.96,53.77,20,Snowy,1,50.99,Winter
03-02-2022,S001,P0019,Furniture,East,128,44,27,59.43,59.53,10,Sunny,1,58.77,Autumn
19-04-2022,S004,P0006,Toys,West,381,331,88,338.36,94.45,20,Cloudy,1,89.54,Autumn
07-04-2022,S003,P0014,Electronics,North,253,222,50,240.99,92.36,0,Rainy,1,91.06,Winter
16-03-2022,S002,P0013,Toys,North,394,222,45,225.86,71.51,0,Rainy,0,69.74,Winter
28-01-2022,S005,P0008,Toys,North,224,127,67,136.02,21.38,20,Snowy,0,24.73,Summer
12-01-2022,S005,P0017,Toys,North,394,86,113,89.87,93.44,15,Sunny,1,90.24,Winter
17-01-2022,S004,P0017,Clothing,East,343,122,78,122.21,80.88,5,Cloudy,1,83.06,Winter
09-02-2022,S003,P0008,Clothing,West,120,14,190,10.89,67.92,0,Rainy,1,69.04,Autumn
18-03-2022,S001,P0019,Clothing,East,370,35,179,38.56,41.33,10,Sunny,1,44.37,Summer
14-02-2022,S003,P0005,Groceries,East,369,302,147,307.62,33.41,0,Rainy,0,35.83,Spring
27-02-2022,S002,P0003,Clothing,South,343,255,20,263.25,55.76,10,Cloudy,1,52.53,Winter
27-04-2022,S004,P0012,Electronics,South,439,186,192,202.39,89.34,20,Sunny,1,86.02,Summer
08-05-2022,S001,P0013,Furniture,East,315,192,21,201.36,38.97,15,Rainy,1,35.17,Spring
24-01-2022,S004,P0010,Groceries,West,195,59,99,65.81,19.53,20,Cloudy,0,18.99,Winter
19-02-2022,S004,P0008,Furniture,South,466,279,188,298.01,36.83,15,Rainy,1,32.0,Winter
23-01-2022,S001,P0018,Clothing,South,199,106,45,116.13,25.06,0,Rainy,1,23.48,Winter
23-03-2022,S003,P0009,Groceries,South,407,129,70,131.71,31.1,15,Sunny,1,33.79,Spring
15-04-2022,S001,P0011,Electronics,East,313,62,164,73.37,29.02,15,Cloudy,1,31.48,Winter
03-02-2022,S002,P0007,Clothing,North,113,84,76,101.42,92.71,5,Snowy,0,91.32,Autumn
22-04-2022,S001,P0016,Toys,South,294,87,84,104.27,81.6,5,Snowy,0,79.25,Summer
05-02-2022,S005,P0004,Toys,West,223,167,86,166.31,33.89,15,Rainy,1,37.73,Summer
27-05-2022,S004,P0008,Groceries,West,227,179,79,177.82,19.92,10,Sunny,1,21.72,Winter
28-05-2022,S002,P0019,Groceries,East,255,193,93,202.48,11.08,5,Rainy,0,10.95,Winter
06-02-2022,S001,P0020,Electronics,West,260,248,188,259.2,48.04,5,Sunny,1,48.99,Winter
04-03-2022,S001,P0018,Toys,North,190,17,189,31.96,11.92,15,Snowy,0,11.24,Spring
25-01-2022,S004,P0009,Furniture,North,118,95,191,96.97,39.2,5,Rainy,1,35.8,Spring
24-03-2022,S004,P0018,Groceries,West,421,37,122,43.12,98.43,5,Snowy,0,100.63,Summer
07-05-2022,S005,P0010,Furniture,North,171,78,86,77.51,26.5,15,Snowy,0,28.41,Autumn
01-03-2022,S004,P0014,Furniture,West,439,20,120,20.96,24.72,0,Sunny,0,20.03,Winter
06-02-2022,S004,P0008,Toys,South,88,37,102,30.89,41.06,0,Rainy,1,42.34,Winter
21-02-2022,S003,P0019,Groceries,East,236,50,53,53.24,25.75,10,Cloudy,0,27.65,Spring
17-03-2022,S005,P0015,Groceries,East,52,14,57,9.12,92.57,5,Snowy,0,89.71,Summer
11-03-2022,S004,P0017,Groceries,North,176,78,55,95.52,26.25,10,Rainy,0,23.38,Winter
13-04-2022,S001,P0012,Clothing,North,160,63,129,76.65,61.37,10,Snowy,0,59.89,Winter
04-02-2022,S002,P0004,Clothing,North,263,137,25,135.17,67.0,0,Snowy,0,64.46,Summer
23-03-2022,S005,P0020,Clothing,North,237,198,127,209.93,19.43,10,Cloudy,0,22.05,Winter
25-01-2022,S001,P0010,Groceries,East,181,119,135,115.91,91.08,20,Sunny,0,94.57,Spring
02-02-2022,S001,P0013,Toys,North,419,15,150,8.95,58.37,0,Sunny,0,53.75,Summer
24-05-2022,S004,P0012,Furniture,South,343,86,167,97.95,51.47,20,Cloudy,1,49.8,Summer
23-02-2022,S004,P0007,Furniture,East,142,98,120,89.15,52.22,20,Rainy,0,50.15,Autumn
22-04-2022,S003,P0002,Groceries,East,278,40,129,43.69,28.1,0,Rainy,1,26.86,Autumn
07-03-2022,S005,P0014,Electronics,East,295,283,62,289.99,64.46,10,Cloudy,0,69.17,Winter
29-01-2022,S005,P0016,Groceries,East,211,145,22,137.09,58.13,20,Rainy,0,61.67,Autumn
12-05-2022,S002,P0007,Clothing,North,483,394,153,409.1,31.66,0,Rainy,1,36.11,Spring
19-05-2022,S002,P0006,Furniture,West,312,50,52,45.57,17.18,15,Sunny,1,18.54,Winter
06-02-2022,S003,P0003,Electronics,North,255,214,107,216.1,23.92,15,Sunny,0,19.2,Summer
22-04-2022,S001,P0003,Electronics,East,168,73,67,83.76,58.59,0,Sunny,0,59.63,Autumn
21-04-2022,S002,P0012,Groceries,West,335,138,65,143.5,91.02,5,Sunny,1,93.02,Autumn
06-05-2022,S004,P0017,Groceries,East,264,205,188,203.24,68.23,15,Rainy,1,73.01,Winter
05-04-2022,S004,P0016,Groceries,East,427,17,117,21.64,20.22,10,Cloudy,1,17.3,Winter
12-04-2022,S005,P0014,Toys,West,358,189,147,208.11,23.24,15,Rainy,0,27.06,Winter
10-05-2022,S001,P0020,Furniture,West,118,82,79,93.45,19.65,20,Rainy,1,18.89,Summer
01-04-2022,S004,P0002,Furniture,West,494,424,55,436.76,72.72,5,Snowy,0,75.79,Winter
26-05-2022,S002,P0015,Groceries,West,483,1,193,20.38,39.89,20,Rainy,0,42.2,Autumn
15-05-2022,S003,P0014,Electronics,North,481,471,126,467.01,47.6,15,Cloudy,1,46.81,Autumn
27-03-2022,S003,P0009,Toys,West,306,173,138,172.18,93.54,10,Cloudy,0,90.3,Summer
29-05-2022,S004,P0006,Groceries,South,213,35,158,48.34,83.29,5,Snowy,0,85.96,Winter
24-02-2022,S003,P0012,Clothing,East,125,89,22,81.59,84.52,5,Cloudy,0,89.1,Spring
13-03-2022,S004,P0001,Electronics,East,85,84,71,94.26,30.04,10,Snowy,1,28.68,Autumn
20-03-2022,S004,P0007,Electronics,West,275,150,106,144.59,46.64,10,Rainy,1,47.67,Autumn
28-01-2022,S003,P0004,Furniture,East,307,296,82,293.91,71.49,15,Cloudy,0,69.78,Winter
29-05-2022,S005,P0015,Toys,East,249,90,171,93.89,41.74,0,Sunny,1,45.43,Autumn
11-04-2022,S005,P0003,Clothing,West,91,42,52,32.15,38.19,15,Sunny,1,33.36,Autumn
08-04-2022,S005,P0018,Electronics,North,211,124,140,123.21,30.44,20,Snowy,0,32.07,Summer
19-02-2022,S003,P0019,Toys,North,377,50,107,49.97,89.56,15,Rainy,0,85.43,Summer
12-05-2022,S002,P0011,Toys,East,271,230,194,240.76,46.55,20,Sunny,1,47.65,Autumn
16-04-2022,S004,P0013,Clothing,North,300,88,126,104.02,15.32,20,Snowy,0,18.66,Winter
06-03-2022,S004,P0015,Groceries,West,382,183,48,186.69,96.58,15,Cloudy,0,92.39,Summer
20-03-2022,S005,P0009,Clothing,South,486,452,62,447.22,57.6,20,Cloudy,0,57.55,Spring
30-03-2022,S001,P0012,Furniture,North,104,38,95,41.81,25.33,10,Snowy,0,26.44,Winter
05-01-2022,S005,P0013,Electronics,South,68,64,54,71.81,39.8,15,Rainy,1,35.38,Summer
12-01-2022,S001,P0017,Groceries,North,430,18,191,25.03,54.14,10,Cloudy,0,51.21,Summer
26-02-2022,S002,P0018,Clothing,East,445,51,60,42.11,51.91,20,Sunny,1,47.91,Summer
12-05-2022,S004,P0016,Toys,North,486,217,73,233.65,51.38,0,Snowy,0,53.09,Summer
29-05-2022,S001,P0009,Furniture,East,335,289,24,302.07,39.38,5,Rainy,0,40.61,Spring
21-04-2022,S005,P0013,Toys,East,359,133,181,132.95,87.49,5,Cloudy,1,83.59,Autumn
16-05-2022,S004,P0018,Electronics,East,287,71,167,79.03,56.91,10,Cloudy,1,61.58,Summer
10-05-2022,S001,P0015,Electronics,East,137,74,184,69.64,59.69,20,Rainy,0,60.82,Spring
07-03-2022,S005,P0010,Electronics,South,383,140,58,144.33,39.24,10,Rainy,1,41.06,Autumn
